               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.037701,            0.030473,                   0,             0.92494,             0.87115,             0.94507,             0.64807,            0.024451,            0.012704,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.037501,            0.030416,                   0,             0.91956,             0.86752,             0.94043,             0.63869,            0.024909,             0.01289,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.037561,            0.030277,                   0,              0.9279,             0.86704,             0.94056,             0.64559,            0.024421,            0.012885,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.038073,            0.030388,                   0,             0.93405,             0.86974,             0.94569,              0.6549,             0.02406,            0.012598,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.037285,            0.030002,                   0,             0.93355,             0.87274,             0.94711,             0.65256,            0.024258,            0.012506,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.037407,            0.030366,                   0,             0.93313,             0.87275,             0.94808,             0.65657,            0.024175,            0.012473,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.037593,            0.030212,                   0,             0.93098,             0.86791,             0.94488,             0.65395,            0.024154,            0.012454,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.037031,             0.02978,                   0,             0.93354,             0.87491,             0.94778,              0.6576,            0.023863,            0.012411,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.037097,            0.030265,                   0,             0.93508,             0.88123,             0.95153,             0.66312,            0.023696,            0.012287,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.036911,            0.030546,                   0,             0.93652,             0.87606,             0.95082,             0.65904,            0.024189,            0.012286,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.036889,            0.030356,                   0,             0.93848,             0.88191,             0.95451,             0.66546,            0.024038,            0.012164,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.036732,            0.030017,                   0,             0.93832,             0.88479,             0.95489,             0.67226,            0.023508,            0.012055,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.036854,              0.0302,                   0,             0.93801,             0.88425,              0.9558,             0.66801,            0.023493,            0.012063,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.036703,            0.029804,                   0,              0.9403,             0.89118,             0.95729,             0.67687,            0.023313,            0.011868,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.036384,            0.029017,                   0,             0.93857,             0.88794,              0.9552,             0.67682,            0.023043,            0.011987,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.036157,            0.029389,                   0,             0.93786,             0.89188,             0.95723,             0.68102,            0.022982,            0.011868,                   0,            0.007888,            0.007888,            0.007888
                  66,             0.03626,            0.029149,                   0,             0.94361,             0.88613,             0.95696,             0.67731,            0.022957,            0.011877,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.036365,            0.029083,                   0,             0.94324,             0.88923,             0.95773,             0.68331,            0.022862,            0.011675,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.035927,            0.028597,                   0,             0.94069,             0.88687,             0.95739,             0.68239,            0.022825,            0.011717,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.035944,             0.02907,                   0,             0.94368,             0.89086,             0.95888,             0.68625,            0.022625,            0.011672,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.035779,            0.028954,                   0,             0.94727,             0.89371,             0.95945,             0.68918,             0.02259,            0.011572,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.035911,            0.028958,                   0,             0.94985,             0.89314,               0.961,             0.69293,             0.02226,            0.011538,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.036151,            0.029184,                   0,             0.94336,             0.89452,             0.96021,             0.68678,            0.022365,             0.01156,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.035801,            0.028662,                   0,             0.94824,               0.898,             0.96148,             0.69297,            0.022058,            0.011488,                   0,            0.007624,            0.007624,            0.007624
                  74,             0.03586,            0.028502,                   0,             0.94987,              0.8986,             0.96236,             0.69594,            0.022038,            0.011501,                   0,            0.007591,            0.007591,            0.007591
                  75,             0.03576,            0.028844,                   0,             0.94898,             0.90091,             0.96429,             0.69867,             0.02194,            0.011344,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.035166,            0.028389,                   0,             0.95092,             0.89819,              0.9638,             0.70218,            0.021768,            0.011269,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.035573,            0.028365,                   0,             0.95099,             0.90283,               0.964,             0.69846,            0.021951,            0.011354,                   0,            0.007492,            0.007492,            0.007492
                  78,              0.0356,            0.028549,                   0,             0.95362,             0.90374,             0.96541,             0.70627,            0.021474,            0.011228,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.035759,            0.028826,                   0,             0.95345,             0.90391,             0.96504,             0.70405,            0.021669,            0.011226,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.035471,            0.028864,                   0,             0.95577,             0.90474,             0.96581,             0.70432,            0.021695,            0.011201,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.035642,            0.029382,                   0,             0.95389,             0.90499,             0.96556,             0.70646,            0.021526,            0.011201,                   0,             0.00736,             0.00736,             0.00736
                  82,             0.03507,            0.028494,                   0,             0.95835,             0.90468,             0.96672,             0.71019,            0.021379,            0.011121,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.035541,            0.028986,                   0,             0.95705,             0.90731,             0.96678,              0.7106,            0.021317,            0.011031,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.035427,            0.028738,                   0,             0.95747,             0.90755,             0.96791,             0.71176,            0.021338,            0.011015,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.035015,            0.028117,                   0,             0.95594,             0.90959,              0.9682,              0.7118,            0.021233,            0.010946,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.035307,            0.028357,                   0,             0.95891,             0.90656,             0.96761,             0.71166,             0.02134,            0.010913,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.035128,            0.028439,                   0,             0.96077,             0.90798,             0.96869,             0.71788,            0.020971,             0.01083,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.035148,            0.028868,                   0,             0.95853,             0.91056,             0.96953,             0.71816,            0.020952,            0.010817,                   0,            0.007129,            0.007129,            0.007129
                  89,             0.03526,            0.029013,                   0,             0.95786,             0.91233,             0.96999,             0.72161,            0.020769,            0.010765,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.034703,              0.0281,                   0,              0.9594,             0.91428,             0.97068,             0.72369,            0.020649,            0.010709,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.034975,            0.027819,                   0,             0.95685,             0.91685,             0.97084,             0.72416,            0.020782,            0.010713,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.035061,            0.028383,                   0,             0.96088,             0.91212,             0.97005,             0.72437,            0.020791,            0.010715,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.034541,             0.02765,                   0,             0.96377,             0.91088,             0.96994,             0.72559,            0.020652,            0.010643,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.034495,            0.028103,                   0,             0.96198,              0.9142,             0.97109,             0.72666,             0.02057,            0.010581,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.034509,            0.028236,                   0,             0.96197,             0.91581,             0.97131,             0.72658,            0.020535,            0.010587,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.034265,            0.027597,                   0,             0.96108,             0.91763,             0.97128,             0.72915,            0.020379,            0.010561,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.034215,            0.027631,                   0,             0.96358,             0.91511,             0.97214,             0.73214,            0.020341,            0.010532,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.034824,            0.028251,                   0,             0.96262,             0.91876,             0.97215,             0.73285,            0.020249,            0.010495,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.034151,            0.027043,                   0,             0.96152,             0.92118,             0.97278,             0.73465,            0.020104,            0.010448,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.034275,            0.027629,                   0,             0.96221,             0.92299,             0.97386,             0.73719,            0.020021,            0.010397,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.034381,            0.027631,                   0,             0.96365,             0.92339,             0.97434,             0.73791,            0.020001,            0.010368,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.034275,            0.027973,                   0,             0.96396,             0.92365,             0.97415,             0.73817,            0.020021,            0.010354,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.034297,              0.0278,                   0,             0.96656,             0.92287,             0.97396,             0.73825,            0.019957,            0.010346,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.034099,            0.026994,                   0,             0.96591,             0.92233,             0.97372,             0.73741,            0.019996,            0.010358,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.033962,            0.027804,                   0,             0.96636,             0.92332,             0.97426,             0.73773,            0.019954,            0.010327,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.034128,            0.027822,                   0,             0.96942,             0.92153,             0.97427,             0.74077,            0.019858,            0.010282,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.033768,            0.027399,                   0,             0.96902,              0.9224,             0.97421,             0.74115,            0.019882,             0.01026,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.033755,            0.027776,                   0,             0.96822,             0.92353,             0.97484,             0.74277,            0.019794,            0.010212,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.033818,            0.027675,                   0,             0.96899,              0.9239,             0.97509,             0.74474,            0.019767,            0.010165,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.033764,            0.027953,                   0,             0.97082,             0.92386,             0.97524,             0.74556,            0.019698,            0.010146,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.033505,             0.02725,                   0,             0.96974,              0.9249,              0.9753,             0.74652,            0.019596,            0.010111,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.033925,            0.026986,                   0,             0.96937,             0.92668,             0.97573,             0.74806,            0.019554,            0.010068,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.033766,             0.02718,                   0,             0.96857,              0.9283,             0.97563,             0.74921,            0.019504,            0.010034,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.033602,            0.027049,                   0,             0.96896,             0.92697,             0.97589,             0.75027,            0.019416,             0.01001,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.03387,            0.027145,                   0,             0.96946,             0.92788,             0.97653,             0.75058,            0.019394,            0.010011,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.033253,            0.026625,                   0,             0.96912,             0.92917,             0.97627,             0.75132,            0.019321,           0.0099893,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.033143,            0.026836,                   0,             0.96859,             0.92983,             0.97611,             0.75169,            0.019295,           0.0099637,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.033036,            0.026858,                   0,             0.97056,             0.92958,             0.97656,             0.75259,            0.019215,           0.0099251,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.033462,            0.026961,                   0,             0.96992,             0.93054,             0.97681,             0.75409,            0.019132,           0.0099005,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.032977,            0.027191,                   0,             0.96999,             0.92886,             0.97689,             0.75458,            0.019116,           0.0098998,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.033286,            0.027102,                   0,             0.96887,             0.93065,             0.97717,             0.75421,            0.019143,           0.0099009,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.033244,            0.027093,                   0,             0.97021,              0.9292,             0.97714,             0.75576,            0.019076,           0.0098675,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.033337,            0.026818,                   0,             0.97175,             0.92997,             0.97742,             0.75706,            0.019027,           0.0098302,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.032954,            0.026616,                   0,             0.97262,             0.93109,             0.97775,              0.7582,            0.019002,           0.0098059,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.033029,            0.026771,                   0,             0.97284,             0.93025,             0.97778,              0.7588,            0.018994,           0.0097896,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.033054,            0.026791,                   0,             0.97273,             0.93034,             0.97803,             0.75973,            0.018953,           0.0097606,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.032836,            0.026311,                   0,             0.97305,             0.93121,             0.97805,              0.7602,            0.018918,           0.0097407,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.033072,            0.026551,                   0,              0.9717,             0.93161,             0.97814,             0.76062,             0.01892,           0.0097315,                   0,            0.005809,            0.005809,            0.005809
                 129,             0.03271,            0.026658,                   0,               0.973,             0.93107,             0.97831,             0.76235,            0.018864,             0.00972,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.032711,             0.02674,                   0,             0.97255,             0.93312,             0.97806,             0.76251,            0.018845,            0.009706,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.032874,            0.026409,                   0,              0.9741,             0.93273,             0.97819,             0.76372,            0.018794,           0.0096817,                   0,             0.00571,             0.00571,             0.00571
