               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.025362,            0.021152,                   0,             0.90895,              0.9023,             0.95319,             0.71784,            0.019723,           0.0080125,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025219,            0.020911,                   0,             0.90937,             0.90419,             0.95386,             0.71906,            0.019671,           0.0079826,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.025466,            0.021151,                   0,             0.91057,             0.90516,             0.95458,             0.72045,            0.019619,           0.0079515,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.025362,            0.021023,                   0,             0.91137,             0.90649,             0.95537,             0.72203,            0.019569,            0.007921,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.025227,            0.020708,                   0,             0.91064,             0.90885,             0.95608,             0.72329,            0.019517,           0.0078908,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025372,            0.020762,                   0,             0.91199,             0.90912,             0.95678,             0.72449,            0.019466,           0.0078607,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.025141,             0.02059,                   0,             0.91325,             0.91014,             0.95741,             0.72581,            0.019414,           0.0078307,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.024812,            0.020443,                   0,             0.91425,             0.91117,             0.95808,             0.72704,            0.019364,            0.007801,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.024797,            0.020267,                   0,             0.91539,             0.91228,             0.95878,             0.72843,            0.019311,           0.0077707,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.024655,            0.020423,                   0,             0.91661,             0.91268,             0.95935,             0.72983,            0.019259,           0.0077414,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.024677,            0.020416,                   0,             0.91825,             0.91315,             0.95985,             0.73103,            0.019209,           0.0077119,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024553,            0.020497,                   0,             0.91901,             0.91415,              0.9606,             0.73236,            0.019157,           0.0076842,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.024069,            0.019942,                   0,             0.91967,             0.91567,             0.96117,              0.7335,            0.019107,           0.0076563,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.024234,            0.019914,                   0,             0.92101,             0.91624,             0.96174,             0.73466,            0.019057,           0.0076291,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.024187,             0.01997,                   0,             0.92094,              0.9182,             0.96239,             0.73593,            0.019005,           0.0076013,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.024096,            0.020078,                   0,             0.92183,              0.9191,             0.96291,              0.7374,            0.018953,           0.0075732,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.023854,            0.019955,                   0,              0.9225,             0.92016,             0.96355,             0.73865,            0.018902,           0.0075452,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.024128,            0.019754,                   0,             0.92372,             0.92054,             0.96407,             0.73991,             0.01885,           0.0075188,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.023929,            0.019509,                   0,             0.92449,             0.92153,             0.96464,             0.74111,            0.018802,           0.0074919,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,             0.02365,            0.019575,                   0,              0.9261,             0.92171,             0.96518,             0.74214,            0.018753,            0.007466,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.023779,            0.019706,                   0,             0.92691,              0.9226,             0.96576,             0.74315,            0.018704,           0.0074399,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.023695,            0.019258,                   0,             0.92779,             0.92387,             0.96621,             0.74438,            0.018655,           0.0074139,                   0,            0.000595,            0.000595,            0.000595
                 192,             0.02338,            0.019448,                   0,             0.92913,              0.9243,             0.96664,              0.7455,            0.018608,           0.0073889,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.023527,            0.019362,                   0,             0.93018,             0.92488,             0.96717,             0.74677,             0.01856,           0.0073626,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.023333,            0.019039,                   0,             0.93111,             0.92544,             0.96761,             0.74797,            0.018513,           0.0073375,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.023286,            0.018944,                   0,             0.93181,             0.92645,             0.96817,             0.74901,            0.018466,           0.0073121,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.023027,            0.019063,                   0,             0.93234,             0.92713,             0.96867,             0.75004,            0.018419,           0.0072873,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.023201,            0.019006,                   0,             0.93283,             0.92797,             0.96921,             0.75102,            0.018373,           0.0072628,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.022929,            0.018968,                   0,             0.93371,             0.92885,             0.96965,             0.75195,            0.018328,           0.0072401,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.022819,            0.018994,                   0,             0.93406,             0.92925,             0.97011,             0.75328,            0.018283,           0.0072169,                   0,            0.000199,            0.000199,            0.000199
